Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8580          -3.6801      -7.6793       3.9992   573.0
0.8590          -3.6881      -7.7127       4.0246   576.6
0.8600          -3.6963      -7.7555       4.0592   581.6
0.8610          -3.7043      -7.8072       4.1029   587.8
0.8620          -3.7127      -7.8669       4.1542   595.2
0.8630          -3.7211      -7.9333       4.2122   603.5
0.8640          -3.7297      -8.0044       4.2747   612.4
0.8650          -3.7382      -8.0779       4.3397   621.7
0.8660          -3.7472      -8.1513       4.4041   631.0
0.8670          -3.7561      -8.2216       4.4655   639.8
0.8680          -3.7652      -8.2861       4.5209   647.7
0.8690          -3.7743      -8.3421       4.5677   654.4
0.8700          -3.7835      -8.3870       4.6035   659.5
0.8710          -3.7930      -8.4189       4.6259   662.7
0.8720          -3.8018      -8.4363       4.6345   664.0
0.8730          -3.8111      -8.4383       4.6271   662.9
0.8740          -3.8199      -8.4248       4.6049   659.7
0.8750          -3.8286      -8.3966       4.5680   654.4
0.8760          -3.8373      -8.3555       4.5182   647.3
0.8770          -3.8460      -8.3041       4.4581   638.7
0.8780          -3.8543      -8.2458       4.3915   629.1
0.8790          -3.8626      -8.1843       4.3217   619.2
0.8800          -3.8704      -8.1233       4.2530   609.3
0.8810          -3.8783      -8.0664       4.1880   600.0
0.8820          -3.8866      -8.0163       4.1297   591.6
0.8830          -3.8948      -7.9753       4.0805   584.6
0.8840          -3.9030      -7.9445       4.0415   579.0
0.8850          -3.9108      -7.9242       4.0134   575.0
0.8860          -3.9185      -7.9138       3.9953   572.4
0.8870          -3.9268      -7.9121       3.9853   571.0
0.8880          -3.9348      -7.9174       3.9826   570.6
0.8890          -3.9429      -7.9279       3.9850   570.9
0.8900          -3.9509      -7.9417       3.9908   571.7
0.8910          -3.9589      -7.9572       3.9983   572.8
0.8920          -3.9670      -7.9731       4.0061   573.9
0.8930          -3.9750      -7.9889       4.0139   575.0
0.8940          -3.9828      -8.0043       4.0215   576.1
0.8950          -3.9906      -8.0195       4.0289   577.2
0.8960          -3.9988      -8.0346       4.0358   578.2
0.8970          -4.0069      -8.0495       4.0426   579.2
0.8980          -4.0149      -8.0637       4.0487   580.0
0.8990          -4.0233      -8.0759       4.0526   580.6
0.9000          -4.0310      -8.0850       4.0539   580.8
0.9010          -4.0389      -8.0897       4.0507   580.3
0.9020          -4.0467      -8.0893       4.0426   579.2
0.9030          -4.0546      -8.0842       4.0295   577.3
0.9040          -4.0622      -8.0753       4.0132   575.0
0.9050          -4.0699      -8.0646       3.9946   572.3
0.9060          -4.0776      -8.0540       3.9764   569.7
0.9070          -4.0853      -8.0457       3.9604   567.4
0.9080          -4.0929      -8.0414       3.9485   565.7
0.9090          -4.1005      -8.0422       3.9417   564.7
0.9100          -4.1083      -8.0486       3.9403   564.5
0.9110          -4.1159      -8.0606       3.9447   565.1
0.9120          -4.1238      -8.0776       3.9538   566.4
0.9130          -4.1313      -8.0986       3.9673   568.4
0.9140          -4.1394      -8.1223       3.9828   570.6
0.9150          -4.1475      -8.1469       3.9994   573.0
0.9160          -4.1556      -8.1707       4.0150   575.2
0.9170          -4.1640      -8.1918       4.0278   577.0
0.9180          -4.1720      -8.2086       4.0365   578.3
0.9190          -4.1798      -8.2199       4.0400   578.8
0.9200          -4.1880      -8.2250       4.0369   578.4
0.9210          -4.1957      -8.2236       4.0279   577.1
0.9220          -4.2034      -8.2162       4.0128   574.9
0.9230          -4.2113      -8.2033       3.9920   571.9
0.9240          -4.2189      -8.1857       3.9668   568.3
0.9250          -4.2264      -8.1642       3.9378   564.2
0.9260          -4.2340      -8.1398       3.9058   559.6
0.9270          -4.2414      -8.1131       3.8717   554.7
0.9280          -4.2490      -8.0849       3.8359   549.6
0.9290          -4.2565      -8.0560       3.7995   544.3
0.9300          -4.2640      -8.0272       3.7632   539.1
0.9310          -4.2713      -7.9993       3.7280   534.1
0.9320          -4.2788      -7.9732       3.6945   529.3
0.9330          -4.2863      -7.9498       3.6635   524.9
0.9340          -4.2935      -7.9298       3.6363   521.0
0.9350          -4.3006      -7.9136       3.6130   517.6
0.9360          -4.3079      -7.9016       3.5937   514.9
0.9370          -4.3152      -7.8939       3.5787   512.7
0.9380          -4.3222      -7.8908       3.5686   511.3
0.9390          -4.3294      -7.8922       3.5628   510.4
0.9400          -4.3367      -7.8978       3.5612   510.2
0.9410          -4.3438      -7.9069       3.5632   510.5
0.9420          -4.3510      -7.9181       3.5671   511.0
0.9430          -4.3582      -7.9296       3.5714   511.7
0.9440          -4.3654      -7.9396       3.5742   512.1
0.9450          -4.3726      -7.9464       3.5738   512.0
0.9460          -4.3797      -7.9491       3.5694   511.4
0.9470          -4.3865      -7.9477       3.5612   510.2
0.9480          -4.3932      -7.9429       3.5497   508.5
0.9490          -4.3997      -7.9364       3.5368   506.7
0.9500          -4.4067      -7.9305       3.5239   504.8
0.9510          -4.4132      -7.9276       3.5144   503.5
0.9520          -4.4202      -7.9300       3.5098   502.8
0.9530          -4.4271      -7.9398       3.5127   503.2
0.9540          -4.4340      -7.9582       3.5241   504.9
0.9550          -4.4412      -7.9856       3.5444   507.8
0.9560          -4.4484      -8.0212       3.5728   511.9
0.9570          -4.4554      -8.0634       3.6080   516.9
0.9580          -4.4628      -8.1097       3.6469   522.5
0.9590          -4.4699      -8.1573       3.6874   528.3
0.9600          -4.4775      -8.2030       3.7255   533.7
0.9610          -4.4849      -8.2443       3.7594   538.6
0.9620          -4.4924      -8.2791       3.7866   542.5
0.9630          -4.5002      -8.3063       3.8061   545.3
0.9640          -4.5077      -8.3257       3.8180   547.0
0.9650          -4.5151      -8.3379       3.8227   547.7
0.9660          -4.5224      -8.3441       3.8216   547.5
0.9670          -4.5299      -8.3455       3.8156   546.6
0.9680          -4.5371      -8.3433       3.8062   545.3
0.9690          -4.5442      -8.3383       3.7940   543.6
0.9700          -4.5517      -8.3309       3.7791   541.4
0.9710          -4.5591      -8.3214       3.7623   539.0
0.9720          -4.5667      -8.3103       3.7436   536.3
0.9730          -4.5739      -8.2983       3.7244   533.6
0.9740          -4.5810      -8.2864       3.7054   530.9
0.9750          -4.5883      -8.2760       3.6877   528.3
0.9760          -4.5952      -8.2683       3.6731   526.2
0.9770          -4.6021      -8.2648       3.6627   524.7
0.9780          -4.6090      -8.2667       3.6578   524.0
0.9790          -4.6161      -8.2750       3.6590   524.2
0.9800          -4.6234      -8.2898       3.6664   525.3
0.9810          -4.6306      -8.3103       3.6798   527.2
0.9820          -4.6381      -8.3349       3.6967   529.6
0.9830          -4.6456      -8.3610       3.7154   532.3
0.9840          -4.6532      -8.3860       3.7328   534.8
0.9850          -4.6611      -8.4075       3.7465   536.7
0.9860          -4.6685      -8.4242       3.7557   538.1
0.9870          -4.6758      -8.4356       3.7599   538.7
0.9880          -4.6830      -8.4431       3.7602   538.7
0.9890          -4.6903      -8.4490       3.7587   538.5
0.9900          -4.6975      -8.4564       3.7589   538.5
0.9910          -4.7049      -8.4686       3.7637   539.2
0.9920          -4.7125      -8.4884       3.7759   541.0
0.9930          -4.7199      -8.5180       3.7981   544.1
0.9940          -4.7274      -8.5582       3.8308   548.8
0.9950          -4.7351      -8.6085       3.8734   554.9
0.9960          -4.7427      -8.6673       3.9246   562.3
0.9970          -4.7511      -8.7315       3.9804   570.3
0.9980          -4.7593      -8.7975       4.0383   578.5
0.9990          -4.7677      -8.8611       4.0934   586.4
1.0000          -4.7759      -8.9178       4.1420   593.4
1.0010          -4.7844      -8.9640       4.1795   598.8
1.0020          -4.7927      -8.9959       4.2032   602.2
1.0030          -4.8011      -9.0110       4.2099   603.1
1.0040          -4.8093      -9.0077       4.1984   601.5
1.0050          -4.8174      -8.9855       4.1681   597.1
1.0060          -4.8254      -8.9451       4.1196   590.2
1.0070          -4.8331      -8.8879       4.0548   580.9
1.0080          -4.8407      -8.8164       3.9757   569.6
1.0090          -4.8481      -8.7340       3.8858   556.7
1.0100          -4.8556      -8.6447       3.7891   542.9
1.0110          -4.8629      -8.5534       3.6906   528.7
1.0120          -4.8696      -8.4651       3.5955   515.1
1.0130          -4.8761      -8.3850       3.5088   502.7
1.0140          -4.8828      -8.3175       3.4347   492.1
1.0150          -4.8896      -8.2663       3.3768   483.8
1.0160          -4.8965      -8.2337       3.3372   478.1
1.0170          -4.9032      -8.2205       3.3173   475.3
1.0180          -4.9101      -8.2256       3.3155   475.0
1.0190          -4.9170      -8.2468       3.3298   477.1
1.0200          -4.9238      -8.2805       3.3567   480.9
1.0210          -4.9308      -8.3224       3.3916   485.9
1.0220          -4.9379      -8.3681       3.4302   491.4
1.0230          -4.9449      -8.4133       3.4684   496.9
1.0240          -4.9521      -8.4540       3.5019   501.7
1.0250          -4.9594      -8.4868       3.5274   505.3
1.0260          -4.9664      -8.5093       3.5428   507.6
1.0270          -4.9732      -8.5198       3.5466   508.1
1.0280          -4.9801      -8.5179       3.5378   506.8
1.0290          -4.9869      -8.5040       3.5171   503.9
1.0300          -4.9936      -8.4794       3.4858   499.4
1.0310          -5.0003      -8.4463       3.4460   493.7
1.0320          -5.0067      -8.4074       3.4007   487.2
1.0330          -5.0129      -8.3660       3.3531   480.4
1.0340          -5.0193      -8.3255       3.3062   473.7
1.0350          -5.0257      -8.2890       3.2633   467.5
1.0360          -5.0320      -8.2592       3.2272   462.4
1.0370          -5.0384      -8.2380       3.1996   458.4
1.0380          -5.0447      -8.2262       3.1815   455.8
1.0390          -5.0510      -8.2237       3.1727   454.5
1.0400          -5.0575      -8.2297       3.1722   454.5
1.0410          -5.0640      -8.2428       3.1788   455.4
1.0420          -5.0701      -8.2611       3.1910   457.2
1.0430          -5.0766      -8.2826       3.2061   459.3
1.0440          -5.0831      -8.3057       3.2226   461.7
1.0450          -5.0894      -8.3291       3.2397   464.1
1.0460          -5.0960      -8.3517       3.2557   466.4
1.0470          -5.1026      -8.3733       3.2707   468.6
1.0480          -5.1094      -8.3940       3.2846   470.6
1.0490          -5.1157      -8.4143       3.2986   472.6
1.0500          -5.1221      -8.4350       3.3129   474.6
1.0510          -5.1284      -8.4571       3.3287   476.9
1.0520          -5.1349      -8.4816       3.3467   479.5
1.0530          -5.1413      -8.5095       3.3682   482.6
1.0540          -5.1478      -8.5416       3.3937   486.2
1.0550          -5.1545      -8.5779       3.4234   490.5
1.0560          -5.1615      -8.6183       3.4568   495.2
1.0570          -5.1685      -8.6616       3.4931   500.4
1.0580          -5.1754      -8.7060       3.5306   505.8
1.0590          -5.1825      -8.7490       3.5666   511.0
1.0600          -5.1895      -8.7879       3.5984   515.5
1.0610          -5.1971      -8.8196       3.6225   519.0
1.0620          -5.2043      -8.8416       3.6374   521.1
1.0630          -5.2116      -8.8520       3.6404   521.5
1.0640          -5.2184      -8.8496       3.6312   520.2
1.0650          -5.2251      -8.8344       3.6092   517.1
1.0660          -5.2323      -8.8073       3.5750   512.2
1.0670          -5.2392      -8.7703       3.5311   505.9
1.0680          -5.2460      -8.7257       3.4797   498.5
1.0690          -5.2524      -8.6759       3.4234   490.5
1.0700          -5.2588      -8.6232       3.3644   482.0
1.0710          -5.2653      -8.5698       3.3045   473.4
1.0720          -5.2717      -8.5172       3.2455   465.0
1.0730          -5.2779      -8.4665       3.1886   456.8
1.0740          -5.2844      -8.4187       3.1343   449.0
1.0750          -5.2907      -8.3744       3.0837   441.8
1.0760          -5.2968      -8.3340       3.0372   435.1
1.0770          -5.3028      -8.2982       2.9954   429.1
1.0780          -5.3084      -8.2673       2.9589   423.9
1.0790          -5.3138      -8.2421       2.9282   419.5
1.0800          -5.3194      -8.2231       2.9037   416.0
1.0810          -5.3251      -8.2112       2.8861   413.5
1.0820          -5.3306      -8.2071       2.8765   412.1
1.0830          -5.3362      -8.2112       2.8751   411.9
1.0840          -5.3423      -8.2237       2.8814   412.8
1.0850          -5.3480      -8.2441       2.8961   414.9
1.0860          -5.3537      -8.2712       2.9175   418.0
1.0870          -5.3597      -8.3034       2.9437   421.7
1.0880          -5.3657      -8.3383       2.9726   425.9
1.0890          -5.3717      -8.3734       3.0017   430.0
1.0900          -5.3776      -8.4056       3.0281   433.8
1.0910          -5.3835      -8.4324       3.0490   436.8
1.0920          -5.3893      -8.4515       3.0622   438.7
1.0930          -5.3955      -8.4613       3.0659   439.2
1.0940          -5.4015      -8.4613       3.0597   438.4
1.0950          -5.4073      -8.4513       3.0441   436.1
1.0960          -5.4131      -8.4325       3.0194   432.6
1.0970          -5.4189      -8.4064       2.9875   428.0
1.0980          -5.4249      -8.3750       2.9502   422.7
1.0990          -5.4306      -8.3408       2.9102   416.9
1.1000          -5.4362      -8.3062       2.8700   411.2
1.1010          -5.4417      -8.2736       2.8319   405.7
1.1020          -5.4470      -8.2454       2.7984   400.9
1.1030          -5.4525      -8.2235       2.7710   397.0
1.1040          -5.4579      -8.2096       2.7517   394.2
1.1050          -5.4630      -8.2049       2.7419   392.8
1.1060          -5.4682      -8.2099       2.7417   392.8
1.1070          -5.4735      -8.2248       2.7513   394.2
1.1080          -5.4791      -8.2491       2.7700   396.8
1.1090          -5.4847      -8.2819       2.7972   400.7
1.1100          -5.4904      -8.3220       2.8317   405.7
1.1110          -5.4963      -8.3679       2.8716   411.4
1.1120          -5.5020      -8.4178       2.9158   417.7
1.1130          -5.5077      -8.4699       2.9622   424.4
1.1140          -5.5136      -8.5224       3.0088   431.1
1.1150          -5.5197      -8.5737       3.0540   437.5
1.1160          -5.5260      -8.6223       3.0963   443.6
1.1170          -5.5322      -8.6674       3.1352   449.2
1.1180          -5.5382      -8.7086       3.1704   454.2
1.1190          -5.5446      -8.7460       3.2014   458.7
1.1200          -5.5507      -8.7806       3.2299   462.7
1.1210          -5.5569      -8.8136       3.2567   466.6
1.1220          -5.5631      -8.8468       3.2837   470.4
1.1230          -5.5696      -8.8820       3.3125   474.6
1.1240          -5.5762      -8.9207       3.3444   479.1
1.1250          -5.5830      -8.9639       3.3809   484.4
1.1260          -5.5899      -9.0122       3.4223   490.3
1.1270          -5.5969      -9.0654       3.4684   496.9
1.1280          -5.6037      -9.1223       3.5185   504.1
1.1290          -5.6110      -9.1810       3.5699   511.5
1.1300          -5.6184      -9.2389       3.6205   518.7
1.1310          -5.6258      -9.2931       3.6672   525.4
1.1320          -5.6331      -9.3403       3.7072   531.1
1.1330          -5.6409      -9.3775       3.7366   535.3
1.1340          -5.6485      -9.4019       3.7534   537.7
1.1350          -5.6557      -9.4112       3.7556   538.0
1.1360          -5.6629      -9.4039       3.7410   536.0
1.1370          -5.6702      -9.3792       3.7090   531.4
1.1380          -5.6772      -9.3375       3.6603   524.4
1.1390          -5.6842      -9.2802       3.5960   515.2
1.1400          -5.6910      -9.2097       3.5187   504.1
1.1410          -5.6976      -9.1296       3.4320   491.7
1.1420          -5.7037      -9.0440       3.3403   478.6
1.1430          -5.7097      -8.9577       3.2480   465.3
1.1440          -5.7159      -8.8756       3.1598   452.7
1.1450          -5.7220      -8.8024       3.0804   441.3
1.1460          -5.7277      -8.7420       3.0143   431.9
1.1470          -5.7333      -8.6977       2.9644   424.7
1.1480          -5.7391      -8.6717       2.9326   420.1
1.1490          -5.7449      -8.6648       2.9200   418.3
1.1500          -5.7509      -8.6769       2.9260   419.2
1.1510          -5.7571      -8.7061       2.9489   422.5
1.1520          -5.7634      -8.7493       2.9859   427.8
1.1530          -5.7695      -8.8022       3.0327   434.5
1.1540          -5.7759      -8.8596       3.0838   441.8
1.1550          -5.7825      -8.9157       3.1331   448.9
1.1560          -5.7890      -8.9643       3.1753   454.9
1.1570          -5.7953      -9.0002       3.2048   459.1
1.1580          -5.8018      -9.0190       3.2172   460.9
1.1590          -5.8084      -9.0185       3.2102   459.9
1.1600          -5.8146      -8.9985       3.1839   456.1
1.1610          -5.8206      -8.9611       3.1405   449.9
1.1620          -5.8265      -8.9105       3.0840   441.8
1.1630          -5.8321      -8.8524       3.0203   432.7
1.1640          -5.8379      -8.7930       2.9551   423.4
1.1650          -5.8430      -8.7388       2.8958   414.9
1.1660          -5.8482      -8.6951       2.8469   407.9
1.1670          -5.8538      -8.6666       2.8128   403.0
1.1680          -5.8593      -8.6561       2.7967   400.7
1.1690          -5.8651      -8.6648       2.7996   401.1
1.1700          -5.8706      -8.6923       2.8217   404.3
1.1710          -5.8763      -8.7365       2.8602   409.8
1.1720          -5.8824      -8.7940       2.9115   417.1
1.1730          -5.8884      -8.8601       2.9717   425.7
1.1740          -5.8947      -8.9296       3.0348   434.8
1.1750          -5.9012      -8.9968       3.0956   443.5
1.1760          -5.9079      -9.0564       3.1485   451.1
1.1770          -5.9144      -9.1035       3.1892   456.9
1.1780          -5.9207      -9.1345       3.2139   460.4
1.1790          -5.9268      -9.1471       3.2203   461.4
1.1800          -5.9332      -9.1406       3.2074   459.5
1.1810          -5.9398      -9.1162       3.1764   455.1
1.1820          -5.9460      -9.0768       3.1308   448.5
1.1830          -5.9515      -9.0264       3.0749   440.5
1.1840          -5.9569      -8.9700       3.0131   431.7
1.1850          -5.9624      -8.9132       2.9508   422.7
1.1860          -5.9678      -8.8611       2.8933   414.5
1.1870          -5.9730      -8.8187       2.8457   407.7
1.1880          -5.9784      -8.7899       2.8115   402.8
1.1890          -5.9837      -8.7772       2.7935   400.2
1.1900          -5.9894      -8.7821       2.7927   400.1
1.1910          -5.9947      -8.8042       2.8094   402.5
1.1920          -6.0005      -8.8419       2.8414   407.1
1.1930          -6.0063      -8.8923       2.8860   413.5
1.1940          -6.0124      -8.9514       2.9390   421.1
1.1950          -6.0187      -9.0142       2.9955   429.2
1.1960          -6.0248      -9.0756       3.0507   437.1
1.1970          -6.0311      -9.1303       3.0992   444.0
1.1980          -6.0376      -9.1738       3.1362   449.3
1.1990          -6.0438      -9.2028       3.1590   452.6
1.2000          -6.0502      -9.2154       3.1652   453.5
1.2010          -6.0563      -9.2114       3.1552   452.0
1.2020          -6.0622      -9.1920       3.1298   448.4
1.2030          -6.0680      -9.1597       3.0916   442.9
1.2040          -6.0740      -9.1177       3.0437   436.1
1.2050          -6.0794      -9.0698       2.9904   428.4
1.2060          -6.0852      -9.0199       2.9347   420.4
1.2070          -6.0905      -8.9716       2.8811   412.8
1.2080          -6.0962      -8.9280       2.8318   405.7
1.2090          -6.1014      -8.8916       2.7901   399.7
1.2100          -6.1068      -8.8642       2.7574   395.0
1.2110          -6.1122      -8.8469       2.7347   391.8
1.2120          -6.1176      -8.8401       2.7225   390.0
1.2130          -6.1233      -8.8433       2.7200   389.7
1.2140          -6.1288      -8.8558       2.7271   390.7
1.2150          -6.1344      -8.8761       2.7417   392.8
1.2160          -6.1398      -8.9025       2.7628   395.8
1.2170          -6.1455      -8.9331       2.7877   399.4
1.2180          -6.1511      -8.9659       2.8149   403.3
1.2190          -6.1565      -8.9989       2.8424   407.2
1.2200          -6.1624      -9.0304       2.8679   410.9
1.2210          -6.1681      -9.0587       2.8906   414.1
1.2220          -6.1740      -9.0827       2.9087   416.7
1.2230          -6.1797      -9.1015       2.9218   418.6
1.2240          -6.1855      -9.1147       2.9292   419.7
1.2250          -6.1913      -9.1223       2.9310   419.9
1.2260          -6.1970      -9.1251       2.9280   419.5
1.2270          -6.2028      -9.1241       2.9213   418.5
1.2280          -6.2081      -9.1209       2.9128   417.3
1.2290          -6.2137      -9.1176       2.9039   416.0
1.2300          -6.2194      -9.1160       2.8967   415.0
1.2310          -6.2251      -9.1180       2.8929   414.5
1.2320          -6.2308      -9.1246       2.8939   414.6
1.2330          -6.2363      -9.1363       2.9000   415.5
1.2340          -6.2422      -9.1525       2.9103   416.9
1.2350          -6.2482      -9.1715       2.9233   418.8
1.2360          -6.2541      -9.1913       2.9372   420.8
1.2370          -6.2599      -9.2092       2.9494   422.5
1.2380          -6.2656      -9.2230       2.9574   423.7
1.2390          -6.2712      -9.2309       2.9596   424.0
1.2400          -6.2772      -9.2321       2.9549   423.3
1.2410          -6.2829      -9.2268       2.9438   421.8
1.2420          -6.2886      -9.2162       2.9276   419.4
1.2430          -6.2945      -9.2021       2.9076   416.6
1.2440          -6.2999      -9.1867       2.8868   413.6
1.2450          -6.3054      -9.1725       2.8671   410.8
1.2460          -6.3110      -9.1619       2.8509   408.4
1.2470          -6.3165      -9.1569       2.8404   406.9
1.2480          -6.3220      -9.1598       2.8377   406.5
1.2490          -6.3275      -9.1721       2.8446   407.5
1.2500          -6.3331      -9.1956       2.8624   410.1
1.2510          -6.3388      -9.2311       2.8923   414.4
1.2520          -6.3444      -9.2792       2.9348   420.5
1.2530          -6.3504      -9.3395       2.9891   428.2
1.2540          -6.3565      -9.4106       3.0540   437.5
1.2550          -6.3629      -9.4900       3.1271   448.0
1.2560          -6.3695      -9.5744       3.2049   459.2
1.2570          -6.3766      -9.6593       3.2827   470.3
1.2580          -6.3835      -9.7400       3.3565   480.9
1.2590          -6.3902      -9.8118       3.4216   490.2
1.2600          -6.3974      -9.8706       3.4733   497.6
1.2610          -6.4043      -9.9132       3.5090   502.7
1.2620          -6.4112      -9.9377       3.5264   505.2
1.2630          -6.4183      -9.9435       3.5252   505.0
1.2640          -6.4252      -9.9318       3.5065   502.4
1.2650          -6.4322      -9.9050       3.4728   497.5
1.2660          -6.4385      -9.8662       3.4278   491.1
1.2670          -6.4447      -9.8193       3.3746   483.5
1.2680          -6.4510      -9.7679       3.3169   475.2
1.2690          -6.4577      -9.7153       3.2575   466.7
1.2700          -6.4636      -9.6639       3.2002   458.5
1.2710          -6.4696      -9.6155       3.1459   450.7
1.2720          -6.4755      -9.5710       3.0955   443.5
1.2730          -6.4814      -9.5308       3.0494   436.9
1.2740          -6.4875      -9.4948       3.0073   430.8
1.2750          -6.4933      -9.4626       2.9693   425.4
1.2760          -6.4991      -9.4336       2.9345   420.4
1.2770          -6.5048      -9.4075       2.9027   415.9
1.2780          -6.5101      -9.3839       2.8738   411.7
1.2790          -6.5157      -9.3627       2.8470   407.9
1.2800          -6.5214      -9.3439       2.8225   404.4
1.2810          -6.5269      -9.3278       2.8008   401.3
1.2820          -6.5324      -9.3145       2.7821   398.6
1.2830          -6.5379      -9.3044       2.7665   396.4
1.2840          -6.5433      -9.2974       2.7541   394.6
1.2850          -6.5488      -9.2930       2.7442   393.2
1.2860          -6.5544      -9.2903       2.7359   392.0
1.2870          -6.5599      -9.2878       2.7279   390.8
1.2880          -6.5656      -9.2839       2.7182   389.4
1.2890          -6.5711      -9.2767       2.7056   387.6
1.2900          -6.5768      -9.2651       2.6883   385.1
1.2910          -6.5820      -9.2485       2.6665   382.0
1.2920          -6.5871      -9.2273       2.6402   378.2
1.2930          -6.5920      -9.2028       2.6108   374.0
1.2940          -6.5968      -9.1768       2.5800   369.6
1.2950          -6.6018      -9.1519       2.5501   365.3
1.2960          -6.6067      -9.1303       2.5236   361.6
1.2970          -6.6118      -9.1145       2.5027   358.6
1.2980          -6.6166      -9.1065       2.4898   356.7
1.2990          -6.6215      -9.1079       2.4864   356.2
1.3000          -6.6264      -9.1202       2.4937   357.3
1.3010          -6.6311      -9.1440       2.5128   360.0
1.3020          -6.6361      -9.1798       2.5436   364.4
1.3030          -6.6413      -9.2272       2.5859   370.5
1.3040          -6.6467      -9.2853       2.6387   378.0
1.3050          -6.6518      -9.3525       2.7007   386.9
1.3060          -6.6578      -9.4264       2.7686   396.6
1.3070          -6.6632      -9.5041       2.8409   407.0
1.3080          -6.6690      -9.5823       2.9132   417.4
1.3090          -6.6747      -9.6575       2.9828   427.3
1.3100          -6.6808      -9.7265       3.0457   436.3
1.3110          -6.6870      -9.7863       3.0993   444.0
1.3120          -6.6932      -9.8350       3.1417   450.1
1.3130          -6.6995      -9.8712       3.1717   454.4
1.3140          -6.7057      -9.8947       3.1890   456.9
1.3150          -6.7119      -9.9058       3.1938   457.6
1.3160          -6.7181      -9.9054       3.1873   456.6
1.3170          -6.7240      -9.8947       3.1707   454.2
1.3180          -6.7302      -9.8751       3.1449   450.6
1.3190          -6.7363      -9.8481       3.1118   445.8
1.3200          -6.7422      -9.8151       3.0729   440.2
1.3210          -6.7483      -9.7775       3.0292   434.0
1.3220          -6.7541      -9.7366       2.9825   427.3
1.3230          -6.7597      -9.6937       2.9339   420.3
1.3240          -6.7655      -9.6498       2.8843   413.2
1.3250          -6.7711      -9.6061       2.8350   406.2
1.3260          -6.7765      -9.5638       2.7872   399.3
1.3270          -6.7816      -9.5241       2.7425   392.9
1.3280          -6.7867      -9.4885       2.7018   387.1
1.3290          -6.7915      -9.4584       2.6669   382.1
1.3300          -6.7966      -9.4353       2.6387   378.0
1.3310          -6.8014      -9.4208       2.6193   375.3
1.3320          -6.8065      -9.4159       2.6094   373.8
1.3330          -6.8114      -9.4214       2.6100   373.9
1.3340          -6.8165      -9.4372       2.6207   375.5
1.3350          -6.8216      -9.4625       2.6409   378.4
1.3360          -6.8269      -9.4956       2.6687   382.3
1.3370          -6.8322      -9.5342       2.7021   387.1
1.3380          -6.8378      -9.5756       2.7378   392.2
1.3390          -6.8433      -9.6169       2.7735   397.4
1.3400          -6.8492      -9.6554       2.8062   402.0
1.3410          -6.8551      -9.6889       2.8338   406.0
1.3420          -6.8606      -9.7159       2.8552   409.1
1.3430          -6.8660      -9.7356       2.8696   411.1
1.3440          -6.8715      -9.7482       2.8767   412.1
1.3450          -6.8769      -9.7546       2.8777   412.3
1.3460          -6.8825      -9.7561       2.8736   411.7
1.3470          -6.8881      -9.7544       2.8663   410.6
1.3480          -6.8936      -9.7513       2.8577   409.4
1.3490          -6.8987      -9.7486       2.8499   408.3
1.3500          -6.9043      -9.7475       2.8433   407.3
1.3510          -6.9099      -9.7493       2.8394   406.8
1.3520          -6.9156      -9.7546       2.8390   406.7
1.3530          -6.9209      -9.7635       2.8426   407.2
1.3540          -6.9265      -9.7758       2.8493   408.2
1.3550          -6.9320      -9.7911       2.8591   409.6
1.3560          -6.9376      -9.8087       2.8711   411.3
1.3570          -6.9433      -9.8277       2.8844   413.2
1.3580          -6.9489      -9.8473       2.8983   415.2
1.3590          -6.9545      -9.8666       2.9122   417.2
1.3600          -6.9600      -9.8852       2.9252   419.1
1.3610          -6.9655      -9.9026       2.9371   420.8
1.3620          -6.9711      -9.9187       2.9476   422.3
1.3630          -6.9772      -9.9337       2.9565   423.6
1.3640          -6.9828      -9.9478       2.9650   424.8
1.3650          -6.9887      -9.9613       2.9726   425.9
1.3660          -6.9946      -9.9744       2.9797   426.9
1.3670          -7.0006      -9.9872       2.9866   427.9
1.3680          -7.0066      -9.9998       2.9932   428.8
1.3690          -7.0125     -10.0120       2.9995   429.7
1.3700          -7.0184     -10.0234       3.0050   430.5
1.3710          -7.0244     -10.0340       3.0096   431.2
1.3720          -7.0299     -10.0433       3.0134   431.7
1.3730          -7.0357     -10.0515       3.0158   432.1
1.3740          -7.0415     -10.0583       3.0168   432.2
1.3750          -7.0473     -10.0639       3.0166   432.2
1.3760          -7.0532     -10.0683       3.0151   432.0
1.3770          -7.0590     -10.0716       3.0126   431.6
1.3780          -7.0649     -10.0738       3.0089   431.1
1.3790          -7.0709     -10.0752       3.0043   430.4
1.3800          -7.0767     -10.0758       2.9990   429.7
1.3810          -7.0826     -10.0757       2.9931   428.8
1.3820          -7.0886     -10.0754       2.9868   427.9
1.3830          -7.0942     -10.0753       2.9812   427.1
1.3840          -7.0997     -10.0759       2.9761   426.4
1.3850          -7.1054     -10.0775       2.9721   425.8
1.3860          -7.1113     -10.0806       2.9692   425.4
1.3870          -7.1172     -10.0854       2.9683   425.2
1.3880          -7.1229     -10.0921       2.9692   425.4
1.3890          -7.1288     -10.1007       2.9719   425.8
1.3900          -7.1343     -10.1110       2.9767   426.5
1.3910          -7.1403     -10.1228       2.9826   427.3
1.3920          -7.1462     -10.1360       2.9899   428.3
1.3930          -7.1519     -10.1502       2.9983   429.6
1.3940          -7.1578     -10.1652       3.0074   430.9
